ID;RESOURCE;PROPERTY;VOICEOVER;KEY;BR;CZ;RU;AR;TR;CN;PL;IT;FR;DE;ZH;ESMX;EN;KR;ES;JP;HU
1098032496;"""CEntityTemplate """"dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\entities\dlc_cult_02_candle_04.w2ent""""""";Entity display name;;;;;;;;;#N/A;;;;;;;;;;
1098032497;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032498;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line text;GRLT_MAGE_1098032498;;;;;;;;Arachos, ta? Już ci się to nie przyda.;;;;;;Arachous, huh. You won't be needing that anymore.;;;;
1098032499;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032500;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line text;NBEG3_MAGE_1098032500;;;;;;;;Mistrzu wiedźminie...;;;;;;Master witcher...;;;;
1098032501;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032502;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line text;NBEG3_MAGE_1098032502;;;;;;;;Och... Bogowie. Moja głowa...;;;;;;Oh... gods. My head...;;;;
1098032503;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032504;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line text;GRLT_MAGE_1098032504;;;;;;;;Janus?;;;;;;Janus?;;;;
1098032505;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032506;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line text;GRLT_MAGE_1098032506;;;;;;;;Wszystko w porządku?;;;;;;You alright?;;;;
1098032507;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line comment;;;;;;;;;0;;;;;;confused, he just regained consciousness;;;;
1098032508;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line text;NBEG3_MAGE_1098032508;;;;;;;;Kto? Nazywam się Kolar. Ty... Ty mnie uwolniłeś, mistrzu?;;;;;;Who? My name... is Kolar. You... you freed me, master?;;;;
1098032509;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032510;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line text;GRLT_MAGE_1098032510;;;;;;;;Na to wygląda... Jego zaklęcie zostało złamane. Powinieneś już być sobą.;;;;;;I see. His control shattered. Well, you should be yourself now.;;;;
1098032511;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032512;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line text;NBEG3_MAGE_1098032512;;;;;;;;Tak... Wielkie dzięki, mistrzu wiedźminie. Muszę... Muszę ruszać... Jak najdalej... Jak najdalej stąd.;;;;;;Yes... many thanks, master witcher. I... I must go now... Far away... From all of this.;;;;
1098032513;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032514;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line text;GRLT_MAGE_1098032514;;;;;;;;Co do tego się zgadzamy.;;;;;;On that we agree.;;;;
1098032515;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032516;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\mage_dies.w2scene""";Line text;NBEG3_MAGE_1098032516;;;;;;;;Chodź. Pokażę ci wyjście.;;;;;;Let's go. I'll show you the exit.;;;;
1098032517;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032518;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032518;;;;;;;;0;;;;;;I wonder, witcher, is your arrival here out of necessity - to bring down the evil that looms over this land? Or is it out of sheer curiosity of what I have to say?;;;;
1098032519;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032520;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032520;;;;;;;;0;;;;;;A bit of both you could say. Definitely more of the latter, now that I see who was seeking me out in the first place...;;;;
1098032521;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032522;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032522;;;;;;;;0;;;;;;Do I bring out a sense of distrust perhaps? I know you aren't very fond of our kind, and choose to support your nordling kinsmen in worldly affairs more often than you do us. This, however, is not about politics. It is much more than that.;;;;
1098032523;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032524;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032524;;;;;;;;0;;;;;;Figured as much, the way you're dressed and all. Don't want to draw unwanted attention, domestic or foreign I imagine.;;;;
1098032525;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032526;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032526;;;;;;;;0;;;;;;You are very much correct, witcher. I trust this will not be a problem for the matters at hand?;;;;
1098032527;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032528;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032528;;;;;;;;0;;;;;;Depends on how you answer my questions.;;;;
1098032529;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032530;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032530;;;;;;;;0;;;;;;Naturally.;;;;
1098032531;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032532;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Choice line;;;;;;;;;0;;;;;;What do you actually want from me?;;;;
1098032533;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032534;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Choice line;;;;;;;;;0;;;;;;The cult - what's it all about?;;;;
1098032535;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032536;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Choice line;;;;;;;;;0;;;;;;Have you been keeping tabs on me?;;;;
1098032537;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032538;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Choice line;;;;;;;;;0;;;;;;What's in it for you?;;;;
1098032539;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032540;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032540;;;;;;;;0;;;;;;This cult... Seems more organized than I had originally thought. Who are they?;;;;
1098032541;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032542;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032542;;;;;;;;0;;;;;;Who, or what are they, witcher? The who of the matter is not important, as they could be anyone, as you have seen - a lowly farmer, any elderly woman, or even soldiers brandishing the Golden Sun.;;;;
1098032543;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032544;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032544;;;;;;;;0;;;;;;Mean to say this cult spreads beyond hierarchy and borders?;;;;
1098032545;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032546;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032546;;;;;;;;0;;;;;;Indeed. Beyond even any banner or allegiance. This is the Coram Agh Tera - The Cult of the Lionheaded Spider.;;;;
1098032547;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032548;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032548;;;;;;;;0;;;;;;Hmm, I remember now, heard mention of them in Vizima a few years ago.;;;;
1098032549;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032550;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032550;;;;;;;;0;;;;;;Ah, so you aren't completely unfamiliar.;;;;
1098032551;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032552;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Choice line;;;;;;;;;0;;;;;;Yeah, had made quite the home for themselves in the sewers below the Temple District.;;;;
1098032553;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032554;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Choice line;;;;;;;;;0;;;;;;Only heard rumors of their presence there, didn't have the pleasure to meet them.;;;;
1098032555;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032556;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032556;;;;;;;;0;;;;;;Yeah, had made quite the home for themselves in the sewers below the Temple District. Were up to all sorts alongside Salamandra, which is how I found them in the first place.;;;;
1098032557;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032558;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032558;;;;;;;;0;;;;;;The cult was never known to shy away from making their presence known, even if that meant revealing more than what was desired of their plans. Stupidity is sometimes synonymous with pride, I fear.;;;;
1098032559;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032560;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032560;;;;;;;;0;;;;;;Only heard rumors of their presence there, didn't have the pleasure to meet them.;;;;
1098032561;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032562;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032562;;;;;;;;0;;;;;;Wouldn't have made a difference either way, when Nilfgaard took the city, we had located their base of operations under the Temple District. It was apparent that the place had long been swept clean by one thing or another.;;;;
1098032563;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032564;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032564;;;;;;;;0;;;;;;Assume you've been watching me, wouldn't reach out about the cult if that weren't the case.;;;;
1098032565;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032566;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032566;;;;;;;;0;;;;;;Perceptive.;;;;
1098032567;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032568;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032568;;;;;;;;0;;;;;;Haven't noticed any nilfgaardian lackeys tailing me, so its either someone I've talked to that spilled the beans, or the only one equally keeping to themselves like you - the doppler.;;;;
1098032569;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032570;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032570;;;;;;;;0;;;;;;Very perceptive indeed, master witcher. Janus has his uses, being in the right spot at the right time is one of them.;;;;
1098032571;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032572;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032572;;;;;;;;0;;;;;;So, what'd you offer him? Dopplers don't generally work for anyone. Gold, land, protection from the witch hunters?;;;;
1098032573;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032574;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032574;;;;;;;;0;;;;;;Does it really matter?;;;;
1098032575;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032576;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032576;;;;;;;;0;;;;;;Not really, just curious. He could stab you in the back any chance he gets you know.;;;;
1098032577;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032578;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032578;;;;;;;;0;;;;;;The best agents always come with their risks. However, being alive as long as I have in this field of work, you pick up a few tricks to keep those under you... obedient.;;;;
1098032579;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032580;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032580;;;;;;;;0;;;;;;Hmm, if you say so.;;;;
1098032581;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032582;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032582;;;;;;;;0;;;;;;Hard for me to believe you're here out of the goodness of your heart. What's it really to you if this cult goes on killing a bunch of northerners or not?;;;;
1098032583;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032584;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032584;;;;;;;;0;;;;;;Let me put it in your line of thinking witcher.;;;;
1098032585;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032586;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032586;;;;;;;;0;;;;;;Say you've been hunting a monster. A very old and dangerous one at that. Been on its trail for days, weeks, months even. As you track it down, narrow its path, cut off any escapes, it gets cornered.;;;;
1098032587;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032588;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032588;;;;;;;;#VALUE!;;;;;;Eventually, it will appear to strike as a last mean of defense. You will be prepared for that time. What you won't be prepared for however, is any other possible threat that may loom nearby. Focusing solely on one thing blinds you to the dangers of your surroundings, dangers from places you may have already moved through, thinking that no harm may come from a path once thread on.;;;;
1098032589;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032590;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;GRLT_MAGE_1098032590;;;;;;;;0;;;;;;Wanting to eliminate any future threats early so they're not a problem when you fully conquer the North?;;;;
1098032591;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032592;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line text;MAG1_MAGE_1098032592;;;;;;;;0;;;;;;Precisely, witcher. Cults like this one thrive in the chaos we bring amidst our wars. It is when they least expect someone to notice and meddle in their affairs. Well, they will not have the pleasure of thinking this way for long.;;;;
1098032593;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
